date,dzongkhag,commodity,price_nu_per_kg,quantity_kg,market
2026-01-15,Chukha,Broccoli,43.36,370.4,Weekend Roadside Market
2026-01-15,Chukha,Spinach,33.99,189.0,Weekend Roadside Market
2026-01-15,Chukha,Chilli (fresh),98.69,439.5,Weekend Roadside Market
2026-01-15,Chukha,Tomato,38.13,308.7,Municipal Vegetable Market
2026-01-15,Chukha,Cauliflower,53.04,191.8,Centenary Farmers Market
2026-01-15,Bumthang,Radish,20.2,222.3,Centenary Farmers Market
2026-01-15,Bumthang,Broccoli,71.58,463.6,Weekend Roadside Market
2026-01-15,Bumthang,Tomato,80.83,312.8,Centenary Farmers Market
2026-01-15,Bumthang,Chilli (fresh),134.49,446.0,Municipal Vegetable Market
2026-01-15,Bumthang,Spinach,20.94,332.2,Municipal Vegetable Market
2026-01-15,Bumthang,Potato,33.38,32.6,Centenary Farmers Market
2026-01-15,Bumthang,Onion,63.12,45.0,Municipal Vegetable Market
2026-01-15,Bumthang,Chilli (dried),195.58,450.6,Municipal Vegetable Market
2026-01-15,Bumthang,Cabbage,16.3,24.8,Municipal Vegetable Market
2026-01-15,Bumthang,Cauliflower,53.97,27.2,Weekend Roadside Market
2026-01-15,Punakha,Chilli (dried),284.21,211.0,Weekend Roadside Market
2026-01-15,Punakha,Tomato,64.8,372.9,Municipal Vegetable Market
2026-01-15,Punakha,Potato,29.81,284.7,Weekend Roadside Market
2026-01-15,Punakha,Broccoli,58.75,186.4,Municipal Vegetable Market
2026-01-15,Punakha,Cauliflower,32.18,488.5,Centenary Farmers Market
2026-01-15,Punakha,Radish,26.53,37.2,Centenary Farmers Market
2026-01-15,Punakha,Cabbage,16.71,36.2,Municipal Vegetable Market
2026-01-16,Chukha,Potato,32.84,386.2,Centenary Farmers Market
2026-01-16,Chukha,Chilli (fresh),117.26,381.6,Centenary Farmers Market
2026-01-16,Chukha,Radish,20.19,370.0,Weekend Roadside Market
2026-01-16,Chukha,Spinach,49.5,158.0,Weekend Roadside Market
2026-01-16,Chukha,Cabbage,20.48,203.0,Weekend Roadside Market
2026-01-16,Chukha,Cauliflower,40.53,151.7,Centenary Farmers Market
2026-01-16,Chukha,Broccoli,43.39,149.0,Municipal Vegetable Market
2026-01-16,Trashigang,Tomato,44.33,231.2,Municipal Vegetable Market
2026-01-16,Trashigang,Onion,55.14,298.2,Centenary Farmers Market
2026-01-16,Trashigang,Broccoli,42.99,387.7,Municipal Vegetable Market
2026-01-16,Trashigang,Cauliflower,39.16,334.9,Centenary Farmers Market
2026-01-16,Trongsa,Spinach,22.51,427.7,Weekend Roadside Market
2026-01-16,Trongsa,Onion,41.61,265.3,Centenary Farmers Market
2026-01-16,Trongsa,Potato,33.65,224.7,Municipal Vegetable Market
2026-01-16,Trongsa,Tomato,51.95,332.9,Municipal Vegetable Market
2026-01-16,Trongsa,Radish,18.55,92.0,Weekend Roadside Market
2026-01-16,Trongsa,Cabbage,24.57,263.9,Weekend Roadside Market
2026-01-16,Trongsa,Broccoli,71.53,92.0,Weekend Roadside Market
2026-01-16,Trongsa,Chilli (dried),211.66,295.7,Weekend Roadside Market
2026-01-16,Trongsa,Cauliflower,61.4,311.4,Weekend Roadside Market
2026-01-16,Trongsa,Chilli (fresh),119.0,137.1,Centenary Farmers Market
2026-01-16,Samtse,Cabbage,16.49,56.7,Municipal Vegetable Market
2026-01-16,Samtse,Chilli (fresh),95.45,416.9,Centenary Farmers Market
2026-01-16,Samtse,Spinach,38.69,310.7,Municipal Vegetable Market
2026-01-16,Samtse,Onion,49.33,257.2,Centenary Farmers Market
2026-01-16,Samtse,Radish,15.39,286.2,Municipal Vegetable Market
2026-01-16,Samtse,Chilli (dried),254.1,495.2,Centenary Farmers Market
2026-01-16,Sarpang,Onion,48.77,451.2,Weekend Roadside Market
2026-01-16,Sarpang,Chilli (dried),214.35,476.0,Municipal Vegetable Market
2026-01-16,Sarpang,Cauliflower,55.9,372.1,Weekend Roadside Market
2026-01-16,Sarpang,Broccoli,54.09,304.9,Municipal Vegetable Market
2026-01-16,Sarpang,Tomato,47.71,154.1,Centenary Farmers Market
2026-01-16,Sarpang,Cabbage,22.94,263.9,Municipal Vegetable Market
2026-01-16,Sarpang,Radish,23.63,473.6,Weekend Roadside Market
2026-01-16,Thimphu,Onion,50.07,101.3,Municipal Vegetable Market
2026-01-16,Thimphu,Cabbage,22.3,119.3,Weekend Roadside Market
2026-01-16,Thimphu,Broccoli,84.39,403.5,Centenary Farmers Market
2026-01-16,Thimphu,Chilli (dried),248.94,224.7,Municipal Vegetable Market
2026-01-16,Thimphu,Radish,17.44,425.5,Municipal Vegetable Market
2026-01-16,Thimphu,Potato,25.89,341.0,Municipal Vegetable Market
2026-01-16,Thimphu,Cauliflower,28.91,181.0,Municipal Vegetable Market
2026-01-16,Thimphu,Spinach,35.58,463.9,Municipal Vegetable Market
2026-01-16,Zhemgang,Radish,25.15,125.7,Centenary Farmers Market
2026-01-16,Zhemgang,Potato,37.08,115.3,Centenary Farmers Market
2026-01-16,Zhemgang,Broccoli,39.27,287.7,Centenary Farmers Market
2026-01-16,Zhemgang,Cabbage,25.15,132.7,Municipal Vegetable Market
2026-01-16,Zhemgang,Cauliflower,35.87,160.2,Municipal Vegetable Market
2026-01-16,Tsirang,Spinach,29.51,75.6,Municipal Vegetable Market
2026-01-16,Tsirang,Tomato,50.55,443.4,Municipal Vegetable Market
2026-01-16,Tsirang,Cabbage,17.39,428.5,Municipal Vegetable Market
2026-01-16,Tsirang,Broccoli,55.82,232.1,Municipal Vegetable Market
2026-01-16,Tsirang,Potato,30.58,41.9,Municipal Vegetable Market
2026-01-16,Tsirang,Chilli (dried),216.72,475.0,Weekend Roadside Market
2026-01-16,Tsirang,Chilli (fresh),116.48,202.0,Weekend Roadside Market
2026-01-16,Tsirang,Cauliflower,27.59,121.0,Weekend Roadside Market
2026-01-17,Chukha,Radish,19.46,138.7,Municipal Vegetable Market
2026-01-17,Chukha,Cabbage,23.02,440.8,Centenary Farmers Market
2026-01-17,Chukha,Cauliflower,44.5,376.5,Weekend Roadside Market
2026-01-17,Chukha,Spinach,36.16,310.7,Municipal Vegetable Market
2026-01-17,Chukha,Chilli (fresh),83.13,67.8,Weekend Roadside Market
2026-01-17,Chukha,Potato,28.62,153.7,Municipal Vegetable Market
2026-01-17,Chukha,Broccoli,45.65,208.9,Municipal Vegetable Market
2026-01-17,Chukha,Onion,49.16,390.2,Municipal Vegetable Market
2026-01-17,Chukha,Chilli (dried),247.59,488.4,Centenary Farmers Market
2026-01-17,Chukha,Tomato,59.19,213.5,Municipal Vegetable Market
2026-01-17,Mongar,  SPINACH  ,42.38,37.5,Weekend Roadside Market
2026-01-17,Mongar,Tomato,78.56,401.5,Weekend Roadside Market
2026-01-17,Mongar,Cauliflower,43.62,286.3,Weekend Roadside Market
2026-01-17,Mongar,Chilli (dried),267.53,383.3,Centenary Farmers Market
2026-01-17,Punakha,Cabbage,13.4,498.0,Weekend Roadside Market
2026-01-17,Punakha,Potato,35.87,332.1,Centenary Farmers Market
2026-01-17,Punakha,Cauliflower,56.3,310.2,Municipal Vegetable Market
2026-01-17,Punakha,Chilli (fresh),130.04,85.0,Weekend Roadside Market
2026-01-17,Punakha,Broccoli,51.71,496.8,Centenary Farmers Market
2026-01-17,Punakha,Tomato,61.3,49.3,Municipal Vegetable Market
2026-01-17,Punakha,Spinach,40.13,26.8,Centenary Farmers Market
2026-01-17,Punakha,Radish,21.28,319.8,Municipal Vegetable Market
2026-01-17,Punakha,Onion,47.36,69.4,Centenary Farmers Market
2026-01-17,Punakha,Chilli (dried),299.2,387.7,Municipal Vegetable Market
2026-01-17,Haa,Broccoli,57.39,175.2,Centenary Farmers Market
2026-01-17,Haa,Spinach,29.91,384.8,Centenary Farmers Market
2026-01-17,Haa,Chilli (fresh),92.43,270.6,Weekend Roadside Market
2026-01-17,Haa,Cabbage,18.19,153.3,Centenary Farmers Market
2026-01-17,Haa,Potato,43.05,287.8,Municipal Vegetable Market
2026-01-17,Haa,Cauliflower,60.18,186.1,Municipal Vegetable Market
2026-01-17,Haa,Tomato,83.61,105.9,Weekend Roadside Market
2026-01-17,Haa,Onion,47.03,177.7,Municipal Vegetable Market
2026-01-17,Haa,Chilli (dried),227.86,328.0,Municipal Vegetable Market
2026-01-17,Haa,Radish,26.4,415.2,Weekend Roadside Market
2026-01-17,Zhemgang,Chilli (dried),251.77,428.5,Centenary Farmers Market
2026-01-17,Zhemgang,Spinach,31.22,66.8,Weekend Roadside Market
2026-01-17,Zhemgang,Cabbage,24.75,342.6,Municipal Vegetable Market
2026-01-17,Zhemgang,Potato,37.86,26.8,Weekend Roadside Market
2026-01-17,Zhemgang,Broccoli,52.24,260.7,Weekend Roadside Market
2026-01-17,Zhemgang,  CAULIFLOWER  ,50.99,216.4,Weekend Roadside Market
2026-01-17,Zhemgang,Radish,17.73,183.9,Weekend Roadside Market
2026-01-17,Samtse,Cabbage,15.4,320.8,Centenary Farmers Market
2026-01-17,Samtse,Broccoli,52.45,367.7,Centenary Farmers Market
2026-01-17,Samtse,Chilli (dried),323.39,374.3,Municipal Vegetable Market
2026-01-17,Samtse,Onion,41.77,128.5,Centenary Farmers Market
2026-01-17,Wangdue Phodrang,Spinach,31.47,271.1,Weekend Roadside Market
2026-01-17,Wangdue Phodrang,Tomato,60.25,293.0,Weekend Roadside Market
2026-01-17,Wangdue Phodrang,Cabbage,18.42,484.9,Weekend Roadside Market
2026-01-17,Wangdue Phodrang,Chilli (fresh),113.03,244.5,Centenary Farmers Market
2026-01-17,Wangdue Phodrang,Chilli (dried),244.11,175.0,Weekend Roadside Market
2026-01-17,Wangdue Phodrang,Radish,25.05,437.3,Centenary Farmers Market
2026-01-17,Tsirang,Chilli (dried),222.26,30.4,Weekend Roadside Market
2026-01-17,Tsirang,Onion,57.19,141.2,Municipal Vegetable Market
2026-01-17,Tsirang,Tomato,42.0,132.5,Weekend Roadside Market
2026-01-17,Tsirang,Cabbage,24.32,98.7,Centenary Farmers Market
2026-01-17,Thimphu,Chilli (fresh),110.15,,Municipal Vegetable Market
2026-01-17,Thimphu,Chilli (dried),285.51,58.6,Centenary Farmers Market
2026-01-17,Thimphu,Radish,17.29,392.3,Centenary Farmers Market
2026-01-17,Thimphu,Onion,64.22,458.2,Weekend Roadside Market
2026-01-17,Thimphu,Spinach,41.48,172.8,Centenary Farmers Market
2026-01-17,Thimphu,Potato,42.8,306.5,Weekend Roadside Market
2026-01-17,Thimphu,Tomato,61.64,312.1,Centenary Farmers Market
2026-01-17,Thimphu,Cabbage,25.98,459.0,Weekend Roadside Market
2026-01-17,Trongsa,Cauliflower,40.01,205.7,Municipal Vegetable Market
2026-01-17,Trongsa,Cabbage,18.41,420.4,Municipal Vegetable Market
2026-01-17,Trongsa,Onion,57.97,407.3,Centenary Farmers Market
2026-01-17,Trongsa,Chilli (fresh),95.97,480.8,Municipal Vegetable Market
2026-01-17,Trongsa,Spinach,34.11,407.4,Municipal Vegetable Market
2026-01-17,Trongsa,Radish,29.65,73.6,Centenary Farmers Market
2026-01-17,Bumthang,Cabbage,21.3,39.1,Municipal Vegetable Market
2026-01-17,Bumthang,Chilli (dried),226.54,344.0,Centenary Farmers Market
2026-01-17,Bumthang,Potato,24.02,325.3,Weekend Roadside Market
2026-01-17,Bumthang,Radish,18.19,276.8,Centenary Farmers Market
2026-01-17,Bumthang,Onion,55.07,350.7,Centenary Farmers Market
2026-01-17,Bumthang,Tomato,81.79,39.5,Municipal Vegetable Market
2026-01-17,Bumthang,Cauliflower,54.77,203.3,Weekend Roadside Market
2026-01-17,Bumthang,Spinach,26.18,476.2,Municipal Vegetable Market
2026-01-17,Bumthang,Broccoli,92.87,400.9,Weekend Roadside Market
2026-01-18,Zhemgang,Radish,18.03,29.0,Municipal Vegetable Market
2026-01-18,Zhemgang,Potato,42.46,66.6,Centenary Farmers Market
2026-01-18,Zhemgang,Cauliflower,41.09,416.9,Weekend Roadside Market
2026-01-18,Zhemgang,Cabbage,22.52,184.6,Municipal Vegetable Market
2026-01-18,Zhemgang,Onion,56.87,354.9,Weekend Roadside Market
2026-01-18,Zhemgang,Chilli (dried),227.12,253.5,Municipal Vegetable Market
2026-01-18,Mongar,Tomato,44.68,319.6,Weekend Roadside Market
2026-01-18,Mongar,Onion,70.37,255.6,Centenary Farmers Market
2026-01-18,Mongar,Spinach,38.78,210.0,Centenary Farmers Market
2026-01-18,Mongar,Radish,18.49,372.5,Municipal Vegetable Market
2026-01-18,Mongar,Chilli (fresh),123.28,389.8,Weekend Roadside Market
2026-01-18,Mongar,Potato,38.04,277.1,Municipal Vegetable Market
2026-01-18,Thimphu,Spinach,31.66,242.7,Centenary Farmers Market
2026-01-18,Thimphu,Chilli (dried),232.69,110.7,Centenary Farmers Market
2026-01-18,Thimphu,Radish,28.82,371.4,Centenary Farmers Market
2026-01-18,Thimphu,Chilli (fresh),85.76,197.7,Weekend Roadside Market
2026-01-18,Thimphu,Broccoli,59.43,458.3,Municipal Vegetable Market
2026-01-18,Thimphu,Potato,49.27,174.9,Municipal Vegetable Market
2026-01-18,Haa,Chilli (fresh),136.89,438.6,Centenary Farmers Market
2026-01-18,Haa,Spinach,40.83,215.0,Weekend Roadside Market
2026-01-18,Haa,Broccoli,57.24,363.7,Centenary Farmers Market
2026-01-18,Haa,Cauliflower,50.49,417.3,Centenary Farmers Market
2026-01-18,Haa,Cabbage,25.44,364.0,Weekend Roadside Market
2026-01-18,Haa,Radish,18.05,383.8,Weekend Roadside Market
2026-01-18,Haa,Potato,31.66,458.2,Municipal Vegetable Market
2026-01-18,Trongsa,Spinach,24.87,233.4,Municipal Vegetable Market
2026-01-18,Trongsa,Broccoli,67.49,158.4,Centenary Farmers Market
2026-01-18,Trongsa,Chilli (fresh),90.01,292.5,Municipal Vegetable Market
2026-01-18,Trongsa,Cauliflower,55.37,90.3,Municipal Vegetable Market
2026-01-18,Sarpang,Chilli (fresh),98.65,185.2,Centenary Farmers Market
2026-01-18,Sarpang,Tomato,62.92,331.2,Weekend Roadside Market
2026-01-18,Sarpang,Chilli (dried),237.9,127.9,Centenary Farmers Market
2026-01-18,Sarpang,Radish,26.4,191.1,Municipal Vegetable Market
2026-01-18,Sarpang,Potato,43.74,398.1,Centenary Farmers Market
2026-01-18,Sarpang,Spinach,40.5,263.6,Municipal Vegetable Market
2026-01-18,Sarpang,Cauliflower,64.11,46.9,Weekend Roadside Market
2026-01-18,Sarpang,Broccoli,59.15,431.6,Centenary Farmers Market
2026-01-18,Sarpang,Cabbage,24.51,63.9,Centenary Farmers Market
2026-01-18,Sarpang,Onion,41.37,119.7,Centenary Farmers Market
2026-01-18,Wangdue Phodrang,Potato,30.38,302.9,Weekend Roadside Market
2026-01-18,Wangdue Phodrang,Onion,58.16,445.5,Weekend Roadside Market
2026-01-18,Wangdue Phodrang,Cabbage,18.57,382.2,Weekend Roadside Market
2026-01-18,Wangdue Phodrang,Spinach,30.0,329.7,Municipal Vegetable Market
2026-01-18,Wangdue Phodrang,Chilli (fresh),98.88,231.2,Centenary Farmers Market
2026-01-18,Wangdue Phodrang,Broccoli,57.37,51.5,Municipal Vegetable Market
2026-01-18,Wangdue Phodrang,Radish,20.54,414.8,Centenary Farmers Market
2026-01-18,Wangdue Phodrang,Tomato,59.22,274.6,Centenary Farmers Market
2026-01-18,Samtse,Chilli (dried),226.71,247.4,Weekend Roadside Market
2026-01-18,Samtse,Onion,67.41,431.0,Municipal Vegetable Market
2026-01-18,Samtse,Broccoli,73.84,167.8,Weekend Roadside Market
2026-01-18,Samtse,Cabbage,24.02,189.7,Centenary Farmers Market
2026-01-18,Samtse,Chilli (fresh),106.18,364.0,Municipal Vegetable Market
2026-01-18,Samtse,Cauliflower,42.19,374.7,Centenary Farmers Market
2026-01-18,Samtse,Tomato,35.11,367.0,Weekend Roadside Market
2026-01-18,Samtse,Spinach,38.23,480.7,Weekend Roadside Market
2026-01-18,Samtse,Potato,28.61,327.0,Municipal Vegetable Market
2026-01-18,Punakha,Chilli (dried),310.5,295.6,Weekend Roadside Market
2026-01-18,Punakha,Cabbage,24.54,274.9,Municipal Vegetable Market
2026-01-18,Punakha,Onion,70.07,374.7,Municipal Vegetable Market
2026-01-18,Punakha,Cauliflower,35.19,241.2,Municipal Vegetable Market
2026-01-18,Punakha,Spinach,39.65,87.3,Weekend Roadside Market
2026-01-18,Punakha,Chilli (fresh),64.39,458.2,Weekend Roadside Market
2026-01-18,Punakha,Radish,30.55,177.0,Weekend Roadside Market
2026-01-18,Lhuentse,Cabbage,27.72,380.9,Weekend Roadside Market
2026-01-18,Lhuentse,Broccoli,85.97,332.2,Centenary Farmers Market
2026-01-18,Lhuentse,Radish,26.96,475.3,Centenary Farmers Market
2026-01-18,Lhuentse,Tomato,48.12,174.7,Centenary Farmers Market
2026-01-18,Lhuentse,Spinach,27.81,339.4,Weekend Roadside Market
2026-01-18,Lhuentse,Cauliflower,42.89,91.2,Municipal Vegetable Market
2026-01-18,Lhuentse,Potato,45.41,279.2,Centenary Farmers Market
2026-01-18,Lhuentse,Chilli (dried),196.86,223.7,Municipal Vegetable Market
2026-01-18,Lhuentse,Onion,45.44,473.3,Centenary Farmers Market
2026-01-18,Paro,Chilli (fresh),95.14,485.2,Weekend Roadside Market
2026-01-18,Paro,Cauliflower,46.7,254.8,Weekend Roadside Market
2026-01-18,Paro,Potato,25.62,263.3,Municipal Vegetable Market
2026-01-18,Paro,Broccoli,49.41,212.1,Centenary Farmers Market
2026-01-18,Paro,Radish,22.8,164.3,Weekend Roadside Market
2026-01-18,Paro,Onion,61.47,151.9,Weekend Roadside Market
2026-01-18,Paro,Cabbage,15.06,268.9,Centenary Farmers Market
2026-01-18,Paro,Spinach,44.46,337.3,Municipal Vegetable Market
2026-01-18,Paro,Tomato,44.85,92.7,Weekend Roadside Market
2026-01-19,Thimphu,Potato,24.97,307.3,Weekend Roadside Market
2026-01-19,Thimphu,Spinach,24.95,51.8,Municipal Vegetable Market
2026-01-19,Thimphu,Broccoli,69.32,408.5,Centenary Farmers Market
2026-01-19,Thimphu,Onion,45.9,195.5,Weekend Roadside Market
2026-01-19,Thimphu,Cabbage,28.05,80.4,Weekend Roadside Market
2026-01-19,Thimphu,Chilli (fresh),58.48,213.8,Weekend Roadside Market
2026-01-19,Sarpang,Tomato,61.03,298.1,Centenary Farmers Market
2026-01-19,Sarpang,Onion,73.01,26.9,Weekend Roadside Market
2026-01-19,Sarpang,Spinach,28.67,252.2,Municipal Vegetable Market
2026-01-19,Sarpang,Radish,23.27,237.5,Municipal Vegetable Market
2026-01-19,Sarpang,Broccoli,85.37,181.9,Centenary Farmers Market
2026-01-19,Sarpang,Cauliflower,48.74,340.6,Municipal Vegetable Market
2026-01-19,Sarpang,Chilli (dried),205.58,280.8,Centenary Farmers Market
2026-01-19,Sarpang,Potato,33.8,439.2,Municipal Vegetable Market
2026-01-19,Sarpang,Cabbage,33.67,107.7,Weekend Roadside Market
2026-01-19,Wangdue Phodrang,Chilli (fresh),129.76,404.1,Municipal Vegetable Market
2026-01-19,Wangdue Phodrang,Onion,40.4,346.6,Weekend Roadside Market
2026-01-19,Wangdue Phodrang,Chilli (dried),255.39,472.3,Weekend Roadside Market
2026-01-19,Wangdue Phodrang,Tomato,85.68,207.1,Weekend Roadside Market
2026-01-19,Chukha,Tomato,61.86,463.1,Weekend Roadside Market
2026-01-19,Chukha,Potato,27.65,96.9,Centenary Farmers Market
2026-01-19,Chukha,Cabbage,22.07,188.2,Centenary Farmers Market
2026-01-19,Chukha,Chilli (dried),211.47,473.3,Centenary Farmers Market
2026-01-19,Chukha,Onion,51.87,269.9,Weekend Roadside Market
2026-01-19,Samtse,Spinach,45.21,365.6,Municipal Vegetable Market
2026-01-19,Samtse,Tomato,50.92,224.4,Centenary Farmers Market
2026-01-19,Samtse,Cabbage,24.2,69.5,Weekend Roadside Market
2026-01-19,Samtse,Radish,27.6,421.6,Municipal Vegetable Market
2026-01-19,Samtse,Onion,51.66,152.4,Municipal Vegetable Market
2026-01-19,Samtse,Cauliflower,35.92,26.2,Weekend Roadside Market
2026-01-19,Samtse,Chilli (fresh),112.62,69.9,Weekend Roadside Market
2026-01-19,Samtse,Potato,41.26,340.4,Centenary Farmers Market
2026-01-19,Samtse,Chilli (dried),320.68,76.4,Centenary Farmers Market
2026-01-19,Haa,Cauliflower,63.67,321.5,Municipal Vegetable Market
2026-01-19,Haa,Potato,28.89,67.4,Municipal Vegetable Market
2026-01-19,Haa,Onion,52.15,185.1,Centenary Farmers Market
2026-01-19,Haa,Spinach,38.99,388.9,Centenary Farmers Market
2026-01-19,Haa,Chilli (fresh),83.21,187.3,Centenary Farmers Market
2026-01-19,Haa,Broccoli,74.67,421.4,Centenary Farmers Market
2026-01-19,Haa,Radish,15.72,318.5,Weekend Roadside Market
2026-01-19,Zhemgang,Spinach,18.5,169.1,Weekend Roadside Market
2026-01-19,Zhemgang,Onion,54.43,353.9,Centenary Farmers Market
2026-01-19,Zhemgang,Radish,26.12,90.0,Municipal Vegetable Market
2026-01-19,Zhemgang,Cauliflower,37.64,411.0,Municipal Vegetable Market
2026-01-19,Zhemgang,Chilli (fresh),85.62,138.0,Centenary Farmers Market
2026-01-19,Zhemgang,Chilli (dried),339.66,137.8,Centenary Farmers Market
2026-01-19,Zhemgang,Cabbage,22.16,431.6,Municipal Vegetable Market
2026-01-19,Zhemgang,Potato,35.41,427.0,Weekend Roadside Market
2026-01-19,Zhemgang,Broccoli,56.16,402.5,Municipal Vegetable Market
2026-01-19,Trongsa,Onion,48.79,493.4,Centenary Farmers Market
2026-01-19,Trongsa,Radish,30.85,360.0,Weekend Roadside Market
2026-01-19,Trongsa,Broccoli,78.62,329.6,Weekend Roadside Market
2026-01-19,Trongsa,Potato,41.23,230.2,Weekend Roadside Market
2026-01-19,Trongsa,Spinach,34.6,47.6,Municipal Vegetable Market
2026-01-19,Lhuentse,Cabbage,23.73,472.5,Municipal Vegetable Market
2026-01-19,Lhuentse,Tomato,68.44,293.5,Weekend Roadside Market
2026-01-19,Lhuentse,Radish,22.53,23.3,Weekend Roadside Market
2026-01-19,Lhuentse,Onion,55.1,50.5,Municipal Vegetable Market
2026-01-19,Lhuentse,Potato,39.91,106.1,Centenary Farmers Market
2026-01-19,Lhuentse,Spinach,24.85,213.7,Weekend Roadside Market
2026-01-19,Bumthang,Spinach,41.97,108.6,Municipal Vegetable Market
2026-01-19,Bumthang,Chilli (dried),188.65,65.1,Municipal Vegetable Market
2026-01-19,Bumthang,Onion,-40.18,100.9,Weekend Roadside Market
2026-01-19,Bumthang,Cabbage,27.55,199.9,Centenary Farmers Market
2026-01-19,Bumthang,Potato,26.22,185.7,Weekend Roadside Market
2026-01-19,Bumthang,Radish,28.23,442.2,Centenary Farmers Market
2026-01-19,Bumthang,Tomato,78.25,446.4,Centenary Farmers Market
2026-01-19,Bumthang,Broccoli,53.31,268.9,Centenary Farmers Market
2026-01-19,Bumthang,Cauliflower,65.17,465.7,Weekend Roadside Market
2026-01-20,Haa,Potato,36.21,273.1,Weekend Roadside Market
2026-01-20,Haa,Spinach,33.73,85.0,Centenary Farmers Market
2026-01-20,Haa,Cabbage,20.6,255.8,Municipal Vegetable Market
2026-01-20,Haa,Cauliflower,64.62,390.0,Weekend Roadside Market
2026-01-20,Haa,Tomato,44.6,379.0,Weekend Roadside Market
2026-01-20,Haa,Broccoli,57.36,165.4,Centenary Farmers Market
2026-01-20,Wangdue Phodrang,Cauliflower,65.38,362.0,Centenary Farmers Market
2026-01-20,Wangdue Phodrang,Radish,19.84,203.1,Weekend Roadside Market
2026-01-20,Wangdue Phodrang,Chilli (dried),306.27,178.8,Centenary Farmers Market
2026-01-20,Wangdue Phodrang,Tomato,70.01,88.0,Centenary Farmers Market
2026-01-20,Wangdue Phodrang,Spinach,39.34,453.0,Municipal Vegetable Market
2026-01-20,Wangdue Phodrang,Potato,32.19,219.6,Municipal Vegetable Market
2026-01-20,Wangdue Phodrang,Cabbage,24.71,25.0,Weekend Roadside Market
2026-01-20,Wangdue Phodrang,Broccoli,65.57,326.0,Centenary Farmers Market
2026-01-20,Wangdue Phodrang,Chilli (fresh),92.68,375.2,Weekend Roadside Market
2026-01-20,Lhuentse,Tomato,89.5,476.1,Weekend Roadside Market
2026-01-20,Lhuentse,Broccoli,46.13,73.5,Centenary Farmers Market
2026-01-20,Lhuentse,Cabbage,25.0,315.4,Municipal Vegetable Market
2026-01-20,Lhuentse,Cauliflower,49.94,487.8,Centenary Farmers Market
2026-01-20,Lhuentse,Potato,31.08,140.4,Centenary Farmers Market
2026-01-20,Lhuentse,Chilli (fresh),81.8,160.1,Centenary Farmers Market
2026-01-20,Punakha,Spinach,26.87,47.2,Weekend Roadside Market
2026-01-20,Punakha,Potato,42.06,174.4,Centenary Farmers Market
2026-01-20,Punakha,Broccoli,61.38,410.6,Weekend Roadside Market
2026-01-20,Punakha,Radish,19.47,331.5,Municipal Vegetable Market
2026-01-20,Punakha,Cabbage,23.87,379.1,Weekend Roadside Market
2026-01-20,Punakha,Tomato,69.58,451.3,Municipal Vegetable Market
2026-01-20,Punakha,Chilli (dried),242.89,484.3,Municipal Vegetable Market
2026-01-20,Punakha,Chilli (fresh),111.15,240.8,Weekend Roadside Market
2026-01-20,Punakha,Cauliflower,35.03,119.9,Municipal Vegetable Market
2026-01-20,Trashigang,Cauliflower,47.14,124.1,Centenary Farmers Market
2026-01-20,Trashigang,Spinach,37.98,242.4,Municipal Vegetable Market
2026-01-20,Trashigang,Onion,54.8,237.1,Weekend Roadside Market
2026-01-20,Trashigang,Chilli (dried),319.18,469.8,Municipal Vegetable Market
2026-01-20,Trashigang,Broccoli,63.47,151.2,Weekend Roadside Market
2026-01-20,Trashigang,Chilli (fresh),115.57,92.3,Municipal Vegetable Market
2026-01-20,Trashigang,Cabbage,27.37,467.8,Weekend Roadside Market
2026-01-20,Sarpang,Cabbage,32.0,179.1,Centenary Farmers Market
2026-01-20,Sarpang,Broccoli,46.63,423.5,Municipal Vegetable Market
2026-01-20,Sarpang,Potato,32.29,104.1,Municipal Vegetable Market
2026-01-20,Sarpang,Spinach,23.19,275.5,Weekend Roadside Market
2026-01-20,Bumthang,Tomato,82.73,248.9,Centenary Farmers Market
2026-01-20,Bumthang,Chilli (fresh),97.33,234.7,Centenary Farmers Market
2026-01-20,Bumthang,Cabbage,32.42,445.5,Centenary Farmers Market
2026-01-20,Bumthang,Onion,59.62,468.8,Weekend Roadside Market
2026-01-20,Bumthang,Spinach,43.24,190.3,Municipal Vegetable Market
2026-01-20,Bumthang,Radish,19.01,112.2,Municipal Vegetable Market
2026-01-20,Bumthang,Potato,28.24,331.7,Weekend Roadside Market
2026-01-20,Bumthang,Broccoli,50.11,384.7,Municipal Vegetable Market
2026-01-20,Bumthang,Chilli (dried),340.74,25.1,Weekend Roadside Market
2026-01-20,Samtse,Cauliflower,59.83,396.4,Municipal Vegetable Market
2026-01-20,Samtse,Potato,27.45,155.2,Centenary Farmers Market
2026-01-20,Samtse,Tomato,67.74,264.2,Centenary Farmers Market
2026-01-20,Samtse,Onion,42.71,51.2,Weekend Roadside Market
2026-01-20,Samtse,Chilli (fresh),51.9,407.4,Weekend Roadside Market
2026-01-20,Samtse,Chilli (dried),328.08,178.8,Weekend Roadside Market
2026-01-20,Samtse,Spinach,26.83,59.0,Centenary Farmers Market
2026-01-20,Thimphu,Chilli (fresh),89.18,494.2,Weekend Roadside Market
2026-01-20,Thimphu,Broccoli,-76.11,232.4,Weekend Roadside Market
2026-01-20,Thimphu,Potato,28.23,486.9,Weekend Roadside Market
2026-01-20,Thimphu,Onion,70.49,129.3,Municipal Vegetable Market
